state	collection_date	n	n_sgtf	n_b117	n_seq	n_sgtf_seq
WA	2020-12-24	2	0	0	0	0
WA	2020-12-27	1	0	0	0	0
WA	2020-12-28	1	0	0	0	0
WA	2020-12-29	4	0	0	0	0
WA	2020-12-31	8	0	0	0	0
WA	2021-01-02	1	0	0	0	0
WA	2021-01-03	3	0	0	0	0
WA	2021-01-04	2	0	0	1	0
WA	2021-01-05	5	0	0	0	0
WA	2021-01-06	2	0	0	1	0
WA	2021-01-07	6	0	0	0	0
WA	2021-01-09	4	0	0	0	0
WA	2021-01-12	3	0	0	2	0
WA	2021-01-13	1	0	0	0	0
WA	2021-01-14	3	0	0	0	0
WA	2021-01-17	1	0	0	0	0
WA	2021-01-18	1	0	0	0	0
WA	2021-01-19	1	0	0	0	0
WA	2021-01-20	2	0	0	0	0
WA	2021-01-21	3	0	0	0	0
WA	2021-01-22	1	0	0	0	0
WA	2021-01-23	1	0	0	0	0
WA	2021-01-25	2	0	0	0	0
WA	2021-01-28	1	0	0	0	0
WI	2020-09-12	1	0	0	0	0
WI	2020-09-17	2	0	0	0	0
WI	2020-09-18	3	0	0	0	0
WI	2020-09-19	3	0	0	0	0
WI	2020-09-20	1	0	0	0	0
WI	2020-09-21	2	0	0	0	0
WI	2020-09-22	4	0	0	0	0
WI	2020-09-23	5	0	0	0	0
WI	2020-09-24	4	0	0	0	0
WI	2020-09-25	2	0	0	0	0
WI	2020-09-26	3	0	0	0	0
WI	2020-09-27	1	0	0	0	0
WI	2020-09-28	9	0	0	0	0
WI	2020-09-29	1	0	0	0	0
WI	2020-09-30	4	0	0	0	0
WI	2020-10-01	4	0	0	0	0
WI	2020-10-02	2	0	0	0	0
WI	2020-10-03	2	0	0	0	0
WI	2020-10-04	2	0	0	0	0
WI	2020-10-05	2	0	0	0	0
WI	2020-10-06	4	0	0	0	0
WI	2020-10-07	3	0	0	0	0
WI	2020-10-08	6	0	0	0	0
WI	2020-10-09	8	0	0	0	0
WI	2020-10-10	1	0	0	0	0
WI	2020-10-11	1	0	0	0	0
WI	2020-10-12	2	0	0	0	0
WI	2020-10-13	2	0	0	0	0
WI	2020-10-14	5	0	0	0	0
WI	2020-10-15	10	0	0	0	0
WI	2020-10-16	3	0	0	0	0
WI	2020-10-17	6	0	0	0	0
WI	2020-10-18	1	0	0	0	0
WI	2020-10-19	5	0	0	0	0
WI	2020-10-20	3	0	0	0	0
WI	2020-10-21	11	0	0	0	0
WI	2020-10-22	5	0	0	0	0
WI	2020-10-23	4	0	0	0	0
WI	2020-10-24	4	0	0	0	0
WI	2020-10-25	3	0	0	0	0
WI	2020-10-26	14	0	0	0	0
WI	2020-10-27	7	0	0	0	0
WI	2020-10-28	11	0	0	0	0
WI	2020-10-29	14	0	0	0	0
WI	2020-10-30	3	0	0	0	0
WI	2020-10-31	9	0	0	0	0
WI	2020-11-01	2	0	0	0	0
WI	2020-11-02	13	0	0	0	0
WI	2020-11-03	18	0	0	0	0
WI	2020-11-04	15	0	0	0	0
WI	2020-11-05	18	0	0	0	0
WI	2020-11-06	14	0	0	0	0
WI	2020-11-07	7	0	0	0	0
WI	2020-11-08	2	0	0	0	0
WI	2020-11-09	12	0	0	0	0
WI	2020-11-10	17	0	0	0	0
WI	2020-11-11	14	0	0	0	0
WI	2020-11-12	25	0	0	0	0
WI	2020-11-13	10	0	0	0	0
WI	2020-11-14	1	0	0	0	0
WI	2020-11-15	4	0	0	0	0
WI	2020-11-16	3	0	0	0	0
WI	2020-11-17	6	0	0	0	0
WI	2020-11-18	10	0	0	0	0
WI	2020-11-19	9	0	0	0	0
WI	2020-11-20	5	0	0	0	0
WI	2020-11-21	9	0	0	0	0
WI	2020-11-22	1	0	0	0	0
WI	2020-11-23	5	0	0	0	0
WI	2020-11-24	9	0	0	0	0
WI	2020-11-25	2	0	0	0	0
WI	2020-11-27	3	0	0	0	0
WI	2020-11-28	1	0	0	0	0
WI	2020-11-29	1	0	0	0	0
WI	2020-11-30	2	0	0	0	0
WI	2020-12-01	7	0	0	0	0
WI	2020-12-02	1	0	0	0	0
WI	2020-12-03	5	0	0	0	0
WI	2020-12-04	2	0	0	0	0
WI	2020-12-05	1	0	0	0	0
WI	2020-12-07	1	0	0	0	0
WI	2020-12-08	7	0	0	0	0
WI	2020-12-09	1	0	0	0	0
WI	2020-12-10	3	0	0	0	0
WI	2020-12-11	1	0	0	0	0
WI	2020-12-14	3	0	0	0	0
WI	2020-12-15	6	0	0	0	0
WI	2020-12-16	1	0	0	0	0
WI	2020-12-17	1	0	0	0	0
WI	2020-12-18	2	0	0	0	0
WI	2020-12-19	6	0	0	0	0
WI	2020-12-21	2	0	0	0	0
WI	2020-12-22	5	0	0	0	0
WI	2020-12-23	1	0	0	0	0
WI	2020-12-24	1	0	0	0	0
WI	2020-12-27	1	0	0	0	0
WI	2020-12-29	8	0	0	0	0
WI	2021-01-02	1	0	0	0	0
WI	2021-01-05	2	0	0	1	0
WI	2021-01-06	2	0	0	1	0
WI	2021-01-07	2	0	0	0	0
WI	2021-01-08	1	0	0	0	0
WI	2021-01-09	2	0	0	0	0
WI	2021-01-10	2	0	0	0	0
WI	2021-01-11	3	0	0	0	0
WI	2021-01-12	4	0	0	1	0
WI	2021-01-13	1	0	0	0	0
WI	2021-01-14	2	0	0	0	0
WI	2021-01-15	1	0	0	0	0
WI	2021-01-16	2	0	0	0	0
WI	2021-01-17	1	0	0	0	0
WI	2021-01-18	2	0	0	0	0
WI	2021-01-19	5	0	0	0	0
WI	2021-01-21	3	0	0	0	0
WI	2021-01-22	3	0	0	0	0
WI	2021-01-23	3	0	0	0	0
WI	2021-01-24	3	0	0	0	0
WI	2021-01-25	1	0	0	0	0
WI	2021-01-26	3	0	0	0	0
WI	2021-01-27	1	0	0	0	0
WI	2021-01-28	3	0	0	0	0
WV	2020-09-15	1	0	0	0	0
WV	2020-09-21	1	0	0	0	0
WV	2020-09-22	2	0	0	0	0
WV	2020-09-23	1	0	0	0	0
WV	2020-09-29	1	0	0	0	0
WV	2020-09-30	1	0	0	0	0
WV	2020-10-01	1	0	0	0	0
WV	2020-10-02	1	0	0	0	0
WV	2020-10-06	1	0	0	0	0
WV	2020-10-07	1	0	0	0	0
WV	2020-10-13	2	0	0	0	0
WV	2020-10-20	1	0	0	0	0
WV	2020-10-27	1	0	0	0	0
WV	2020-10-29	2	0	0	0	0
WV	2020-11-04	1	0	0	0	0
WV	2020-11-06	2	0	0	0	0
WV	2020-11-09	3	0	0	0	0
WV	2020-11-13	2	0	0	0	0
WV	2020-11-16	1	0	0	0	0
WV	2020-11-17	1	0	0	0	0
WV	2020-11-23	1	0	0	0	0
WV	2020-11-24	1	0	0	0	0
WV	2020-12-01	1	0	0	0	0
WV	2020-12-02	1	0	0	0	0
WV	2020-12-03	2	0	0	0	0
WV	2020-12-04	3	0	0	0	0
WV	2020-12-06	1	0	0	0	0
WV	2020-12-07	1	0	0	0	0
WV	2020-12-08	3	0	0	0	0
WV	2020-12-09	1	0	0	0	0
WV	2020-12-11	2	0	0	0	0
WV	2020-12-14	3	0	0	0	0
WV	2020-12-15	1	0	0	0	0
WV	2020-12-16	1	0	0	0	0
WV	2020-12-17	1	0	0	0	0
WV	2020-12-19	1	0	0	0	0
WV	2020-12-21	2	0	0	0	0
WV	2020-12-22	1	0	0	0	0
WV	2020-12-26	1	0	0	0	0
WV	2020-12-28	2	0	0	0	0
WV	2020-12-29	1	0	0	0	0
WV	2021-01-03	1	0	0	1	0
WV	2021-01-04	1	0	0	0	0
WV	2021-01-05	2	0	0	2	0
WV	2021-01-07	1	0	0	0	0
WV	2021-01-08	1	0	0	0	0
WV	2021-01-11	1	0	0	0	0
WV	2021-01-13	1	0	0	0	0
WV	2021-01-14	1	0	0	0	0
WV	2021-01-15	1	0	0	0	0
WV	2021-01-18	1	0	0	0	0
WV	2021-01-19	1	0	0	0	0
WV	2021-01-21	1	0	0	0	0
WV	2021-01-26	4	0	0	0	0
WV	2021-01-28	2	0	0	0	0
WY	2020-10-13	1	0	0	0	0
WY	2020-11-07	1	0	0	0	0
WY	2020-12-01	6	0	0	0	0
WY	2020-12-07	1	0	0	0	0
WY	2020-12-15	1	0	0	0	0
WY	2020-12-24	1	0	0	0	0
